path;name;Adult;Date;arcadesystemname;hidden;core;description;developer;emulator;famille;favorite;gameidSS;gametime;genre;genreid;hash;kid;lang;lastplayed;md5;mode;playcount;players;publisher;rating;ratio;region;rotation;sortname;tags;temporary;bezel;boxback;boxart;cartridge;extra1;fanart;image;magazine;manual;maps;marquee;mix;roundwheel;screenshot;titleshot;thumbnail;video;wheel;roundwheel
./Mayhem Brawler (BR)/Mayhembrawler (BR).pc;MAYHEMBRAWLER (BR);false;20210819T000000;;false;;PARA PROTEGER E SERVIR ENQUANTO ATENDEM A UMA CHAMADA DE ROTINA DE UMA PATRULHA, DOLPHIN, STAR E TROUBLE – OS POLICIAIS MAIS POPULARES DA SUPERPODEROSA AGÊNCIA DE APLICAÇÃO DA LEI, STRONGHOLD – SE ENCONTRAM EM UMA SEQUÊNCIA DE EVENTOS QUE ALTERARÃO O DESTINO DE TODA A CIDADE.  FORÇA EXCESSIVA VAMOS DEIXAR UMA COISA BEM CLARA, SE VOCÊ JÁ PENSOU QUE UM DIA NA VIDA DE UM POLICIAL SUPERPODEROSO É FÁCIL, VOCÊ NÃO PODERIA ESTAR MAIS ERRADO, POIS HÁ AMEAÇAS MAIORES DO QUE GANGUES DE RUA EM MAYHEM BRAWLER, COM TEMA DE FANTASIA URBANA. USANDO SEU ARSENAL DE COMBOS E HABILIDADES ESPECIAIS, VOCÊ E SEUS COMPANHEIROS DE EQUIPE COOPERATIVA DEVEM TORNAR A VIDA DAQUELES CRIMINOSOS SUPERPODEROSOS, DEFENDER-SE DA FÚRIA DOS LOBISOMENS, RESISTIR AOS FEITIÇOS DOS BRUXOS DE RUA E ENFRENTAR A MEGACORPORAÇÃO LIDERADA POR CASAS DE VAMPIROS QUE FORÇAM SEUS CAPANGAS A COMETEREM SEUS ATOS SUJOS.;HERO CONCEPT;;;false;317418;0;BRIGA DE RUA;263;;false;;;;;0;1-4;HERO CONCEPT;;;;;;;;;;;;./media/extras/Mayhembrawler (BR)-extra1.png;./media/fanart/Mayhembrawler (BR)-fanart.jpg;./media/image/Mayhembrawler (BR)-image.png;;;;;./media/image/Mayhembrawler (BR)-image.png;;./media/screenshots/Mayhembrawler (BR)-screenshot.jpg;./media/image/Mayhembrawler (BR)-titleshot.jpg;;./media/videos/Mayhembrawler (BR)-video.mp4;;
./Mortal Kombat Complete Edition (BR)/Mortal Kombat Complete Edition (BR).pc;MORTAL KOMBAT COMPLETE EDITION (BR);true;20130703T000000;;false;;ESTA EDIÇÃO KOMPLETE É UM RELANÇAMENTO DO JOGO ORIGINAL COM TODO O CONTEÚDO PARA DOWNLOAD. INCLUI: MORTAL KOMBAT (JOGO BÁSICO) MORTAL KOMBAT (CÓDIGO PARA BAIXAR O FILME DE 1995 – APENAS XBOX 360/PS3 DOS EUA) MORTAL KOMBAT: SONGS INSPIRED BY THE WARRIORS (CÓDIGO PARA BAIXAR UM ÁLBUM DE TRILHA SONORA – APENAS XBOX 360/PS3 DOS EUA) MORTAL KOMBAT: COMPATIBILITY PACK 1 COM SEKTOR E CYRAX KLASSIC SKINS (DLC COM 2 SKINS E UMA ATUALIZAÇÃO DE COMPATIBILIDADE) MORTAL KOMBAT: COMPATIBILITY PACK 2 COM SKINS KLASSIC DE SMOKE E NOOB SAIBOT (DLC COM 2 SKINS E UMA ATUALIZAÇÃO DE COMPATIBILIDADE) MORTAL KOMBAT: COMPATIBILITY PACK 3 COM KLASSIC SKINS (DLC COM 2 SKINS E UMA ATUALIZAÇÃO DE COMPATIBILIDADE) MORTAL KOMBAT: COMPATIBILITY PACK 4 COM SUB ZERO KLASSIC SKINS (DLC COM 2 SKINS E UMA ATUALIZAÇÃO DE COMPATIBILIDADE) MORTAL KOMBAT: FREDDY KRUEGER (DLC COM NOVO PERSONAGEM) MORTAL KOMBAT: KLASSIC SKINS PACK #1 (DLC COM 7 SKINS E 3 FATALITIES) MORTAL KOMBAT: RAIN (DLC COM NOVO PERSONAGEM) MORTAL KOMBAT: SKARLET (DLC COM UM NOVO PERSONAGEM) MORTAL KOMBAT: WARRIOR KENSHI (DLC COM UM NOVO PERSONAGEM);NETHERREALM;;;false;319968;0;COMPILAÇÃO, LUTA / VERSUS, LUTA;262;;false;;;;;0;1-2;WARNER BROS. GAMES;0,80;;;;;;;;;;;./media/extras/Mortal Kombat Complete Edition (BR)-extra1.png;./media/fanart/Mortal Kombat Complete Edition (BR)-fanart.jpg;./media/image/Mortal Kombat Complete Edition (BR)-image.png;;;;;./media/image/Mortal Kombat Complete Edition (BR)-image.png;;./media/screenshots/Mortal Kombat Complete Edition (BR)-screenshot.jpg;./media/image/Mortal Kombat Complete Edition (BR)-titleshot.jpg;;./media/videos/Mortal Kombat Complete Edition (BR)-video.mp4;;
./Mother Russia Bleeds (BR) v2.4.0.6/Mother Russia Bleeds (BR).pc;MOTHER RUSSIA BLEEDS (BR);true;20160905T000000;;false;;MOTHER RUSSIA BLEEDS É UM BEAT'EM UP ULTRA VIOLENTO, COM UM ESTILO GRÁFICO ÚNICO E UMA BRUTALIDADE INCRÍVEL, JOGÁVEL ATÉ 4 JOGADORES EM COOPERAÇÃO. SITUADO NUMA URSS ALTERNATIVA, SEGUIMOS A HISTÓRIA DE COMBATENTES SUBTERRÂNEOS PRESOS PELOS BRATVA, E USADOS COMO COBAIAS EM EXPERIÊNCIAS COM NOVAS DROGAS. SOFRENDO OS EFEITOS DO VÍCIO, DEVEM SUPERAR O SEU CATIVEIRO E ENFRENTAR A OPRESSÃO DE UM GOVERNO CORRUPTO. LUTE SOZINHO OU AO LADO DOS SEUS AMIGOS NUM MODO DE HISTÓRIA ÚNICO, OU ASSUMA A ARENA NUM MODO DE SOBREVIVÊNCIA IMPIEDOSO.;LE CARTEL;;;false;320062;0;BRIGA DE RUA, AÇÃO;263;;false;;;;;0;1-4;DEVOLVER DIGITAL;;;;;;;;;;;;./media/extras/Mother Russia Bleeds (BR)-extra1.png;./media/fanart/Mother Russia Bleeds (BR)-fanart.jpg;./media/image/Mother Russia Bleeds (BR)-image.png;;;;;./media/image/Mother Russia Bleeds (BR)-image.png;;./media/screenshots/Mother Russia Bleeds (BR)-screenshot.jpg;./media/image/Mother Russia Bleeds (BR)-titleshot.png;;./media/videos/Mother Russia Bleeds (BR)-video.mp4;;
./Never Alone (BR)/Never Alone (BR).pc;Never Alone (BR);false;;;false;;Experimente a jornada épica de Nuna e da raposa enquanto eles procuram a fonte de uma nevasca eterna que ameaça a sobrevivência de tudo o que já conheceram.    Never Alone é um jogo de plataforma e quebra-cabeça atmosférico desenvolvido em colaboração com os Iñupiat, um povo nativo do Alasca, baseado em uma história tradicional que foi compartilhada através de gerações.    Guie os dois personagens no modo single-player ou jogue cooperativamente com um amigo enquanto caminha pela tundra congelada, salta sobre blocos de gelo traiçoeiros, nada em cavernas subaquáticas e enfrenta inimigos estranhos e familiares.;;;;false;322492;0;Quebra-Cabeças, Ação / Aventura, Ação;2816;;false;;;;;0;1-2;;0,60;;;;;;;;;./media/image/Never Alone (BR)-boxart.png;;;./media/fanart/Never Alone (BR)-fanart.jpg;./media/image/Never Alone (BR)-image.png;;;;./media/image/Never Alone (BR)-marquee.png;;;./media/screenshots/Never Alone (BR)-screenshot.jpg;./media/image/Never Alone (BR)-titleshot.jpg;./media/image/Never Alone (BR)-thumb.png;./media/videos/Never Alone (BR)-video.mp4;./media/image/Never Alone (BR)-wheel.png;
./Phantom Breaker Battle Grounds Ultimate (BR)/Phantom Breaker - Battle Grounds Ultimate (BR).pc;PHANTOM BREAKER - BATTLE GROUNDS ULTIMATE (BR);false;00000000T000000;;false;;"PHANTOM BREAKER: BATTLE GROUNDS ULTIMATE" É UM BEAT-'EM-UP DE ROLAGEM LATERAL COM O CORAÇÃO DE UM JOGO DE LUTA, APRESENTANDO PIXEL ART NOSTÁLGICO E O MAIS RECENTE MULTIJOGADOR ONLINE MULTIPLATAFORMA. EXPERIMENTE A MAIOR E MAIS EXPANSIVA ENTRADA DA SÉRIE "PHANTOM BREAKER: BATTLE GROUNDS" ATÉ HOJE!;ROCKET PANDA GAMES JAPAN;;;false;81459;0;AÇÃO;0;;false;;;;;0;;ROCKET PANDA GAMES;;;;;;;;;;./media/image/Phantom Breaker - Battle Grounds Ultimate (BR)-boxart.jpg;;;./media/fanart/Phantom Breaker - Battle Grounds Ultimate (BR)-fanart.jpg;./media/image/Phantom Breaker - Battle Grounds Ultimate (BR)-image.png;;;;./media/image/Phantom Breaker - Battle Grounds Ultimate (BR)-marquee.png;./media/image/Phantom Breaker - Battle Grounds Ultimate (BR)-image.png;;./media/screenshots/Phantom Breaker - Battle Grounds Ultimate (BR)-screenshot.jpg;;./media/image/Phantom Breaker - Battle Grounds Ultimate (BR)-thumb.jpg;./media/videos/Phantom Breaker - Battle Grounds Ultimate (BR)-video.mp4;./media/image/Phantom Breaker - Battle Grounds Ultimate (BR)-wheel.png;
./Rayman Origins (BR)/Rayman Origins (BR).pc;RAYMAN ORIGINS (BR);false;20120329T000000;;false;;DURANTE O QUE PARECE SER UM DIA NORMAL, RAYMAN E SEUS AMIGOS ESTÃO RELAXANDO EM UMA ÁRVORE GIGANTE EM SUA TERRA NATAL, A CLAREIRA DOS SONHOS. SEU RONCO CONSTANTE, ENTRETANTO, PERTURBA UMA VELHA VOVÓ DE UMA TERRA LOCALIZADA NAS PROFUNDEZAS, A TERRA DOS MORTOS LÍVIDOS. DETERMINADA A PÔR FIM AOS RUÍDOS INTERMINÁVEIS, ELA ENVIA UM EXÉRCITO DE CRIATURAS MALIGNAS POR TODA A TERRA, CAPTURANDO TODOS OS ELECTOONS E NINFAS QUE POVOAM O MUNDO NO PROCESSO. À MEDIDA QUE RAYMAN E SEUS AMIGOS SÃO CAPTURADOS DAS CRIATURAS, ELES DEVEM FUGIR DA PRISÃO E TENTAR TRAZER A ORDEM DE VOLTA À CLAREIRA DOS SONHOS ANTES QUE SEJA TARDE DEMAIS.;UBISOFT;;;false;330850;0;PLATAFORMA, AÇÃO;257;;false;;;;;0;1-4;UBISOFT;0,80;;;;;;;;;;;./media/extras/Rayman Origins (BR)-extra1.png;./media/fanart/Rayman Origins (BR)-fanart.jpg;./media/image/Rayman Origins (BR)-image.png;;./media/manuals/Rayman Origins (BR)_(us).pdf;;;./media/image/Rayman Origins (BR)-image.png;;./media/screenshots/Rayman Origins (BR)-screenshot.jpg;./media/image/Rayman Origins (BR)-titleshot.png;;./media/videos/Rayman Origins (BR)-video.mp4;;
./Scott Pilgrim EX (BR)/Scott Pilgrim Ex (BR).pc;SCOTT PILGRIM EX (BR);false;;;false;;JUNTE-SE A SCOTT PILGRIM E RAMONA FLOWERS EM UMA NOVA AVENTURA DE LUTA PELO ESPAÇO, TEMPO E PELAS RUAS DE TORONTO!   TORONTO, 20XX. A CIDADE FOI TOMADA POR TRÊS GANGUES RIVAIS - OS VEGANOS, OS ROBÔS E OS DEMÔNIOS. MAS QUEM ESTÁ POR TRÁS DESSA LOUCURA? QUANDO OS COMPANHEIROS DE BANDA DE SCOTT PILGRIM SÃO SEQUESTRADOS POR FORÇAS SOMBRIAS, UMA NOVA AVENTURA COMEÇA! SCOTT PILGRIM EX É UM JOGO DE AÇÃO E AVENTURA ONDE OS JOGADORES PODEM LUTAR COMO SCOTT PILGRIM, RAMONA FLOWERS E MUITO MAIS ENQUANTO LUTAM NO TEMPO E ESPAÇO FRAGMENTADOS DE TORONTO. A JOGABILIDADE DE COMBATE É IMPULSIONADA PELO INSTINTO E PELA IMPROVISAÇÃO - UM BALÉ FRENÉTICO DE PUNHOS E TALENTO QUE RECOMPENSA A ESTRATÉGIA, A ESPONTANEIDADE E UM POUCO DE CAOS VIOLENTO. COMBINE COMBOS ELEGANTES, EXPERIMENTE ARMAS MALUCAS E LIBERE ATAQUES ESPECIAIS EXAGERADOS. OS PERSONAGENS PODEM SER ATUALIZADOS COM EMBLEMAS ESPECIAIS QUE MELHORAM SUAS ESTATÍSTICAS E CONCEDEM BÔNUS ESPECIAIS. OS JOGADORES IRÃO EXPLORAR UMA CIDADE INTEIRA DE NÍVEIS INTERCONECTADOS PARA CONHECER ROSTOS NOVOS E ANTIGOS, COMPLETAR MISSÕES E DESCOBRIR ÁREAS ESCONDIDAS. O MODO COOPERATIVO MULTIJOGADOR, LOCAL OU ONLINE, PERMITE QUE ATÉ QUATRO JOGADORES PARTICIPEM DA AÇÃO, TORNANDO-A UMA EXPERIÊNCIA DIVERTIDA E DINÂMICA.;TRIBUTE GAMES;;;false;;0;BEAT 'EM UP;0;;false;;;;;0;4;TRIBUTE GAMES;0,80;;;;;;;;;;;./media/extras/Scott Pilgrim Ex (BR)-extra1.png;./media/fanart/Scott Pilgrim Ex (BR)-fanart.jpg;./media/image/Scott Pilgrim Ex (BR)-image.png;;;;;./media/image/Scott Pilgrim Ex (BR)-image.png;;./media/screenshots/Scott Pilgrim Ex (BR)-screenshot.jpg;;;./media/videos/Scott Pilgrim Ex (BR)-video.mp4;;
./Shank 2 (USA)/Shank 2.pc;SHANK 2;false;20120207T000000;;false;;SHANK 2 É A SEQUÊNCIA DE SHANK E, ASSIM COMO O PRIMEIRO JOGO, É UM JOGO DE PLATAFORMA 2D DE ROLAGEM LATERAL BASEADO NA LUTA CONTRA VÁRIOS INIMIGOS AO MESMO TEMPO, COMBINADO COM ELEMENTOS DE PLATAFORMA DE SALTO E ESCALADA. APÓS OS ACONTECIMENTOS DO PRIMEIRO JOGO, SHANK VIAJA PARA UM PAÍS COM CENÁRIO SUL-AMERICANO EM BUSCA DE LINDA, A MULHER QUE O CRIOU NO ORFANATO. O PAÍS É GOVERNADO POR MAGNUS, ELEITO APÓS PROMETER LIDAR COM OS CARTÉIS ILEGAIS. ELE TEM UM CORAÇÃO FRACO E LINDA PARECE SER A ÚNICA QUE PODE LHE PROPORCIONAR UM TRANSPLANTE VIÁVEL, ENTÃO ELE A SEQUESTRA. OS EVENTOS COMEÇAM QUANDO O ÔNIBUS DE SHANK É PARADO E DEVIDO ÀS SUAS LUTAS CONTRA OS ASSECLAS DE MAGNUS, OS MORADORES LOCAIS PENSAM QUE ELE SE JUNTA À REBELIÃO.;KLEI ENTERTAINMENT;;;false;337076;0;BRIGA DE RUA;263;;false;;;;;0;1-2;ELECTRONIC ARTS;;;;;;;;;;;;./media/extras/Shank 2-extra1.png;./media/fanart/Shank 2-fanart.jpg;./media/image/Shank 2-image.png;;;;;./media/image/Shank 2-image.png;;./media/screenshots/Shank 2-screenshot.jpg;./media/image/Shank 2-titleshot.jpg;;./media/videos/Shank 2-video.mp4;;
./Skullgirls 2nd Encore (BR)/Skullgirls 2Nd Encore (BR).pc;SKULLGIRLS 2ND ENCORE (BR);false;20160413T000000;;false;;SKULLGIRLS É UM JOGO DE LUTA 2D COM UM ELENCO DE OITO LUTADORAS JOGÁVEIS. ALÉM DO MODO ARCADE ALEATÓRIO E DOS MODOS DE HISTÓRIA, O JOGO TAMBÉM INCLUI JOGO LOCAL, JOGO DE TORNEIO, JOGO RÁPIDO DE PARTIDA CLASSIFICADA E JOGO DE LOBBY, O ÚLTIMO DOS DOIS OCORRENDO NO MODO MULTIJOGADOR ONLINE. NO JOGO ARCADE OU MULTIJOGADOR, O JOGADOR PODE SELECIONAR SE DESEJA UMA EQUIPE DE DOIS LUTADORES COM A SAÚDE DIVIDIDA AO MEIO, UMA EQUIPE DE TRÊS LUTADORES COM A SAÚDE DIVIDIDA EM UM TERCEIRO OU UM ÚNICO LUTADOR PODEROSO.;LAB ZERO GAMES;;;false;338618;0;LUTA / VERSUS, AÇÃO, LUTA;262;;false;;;;;0;;AUTUMN GAMES;;;;;;;;;;;;./media/extras/Skullgirls 2Nd Encore (BR)-extra1.png;./media/fanart/Skullgirls 2Nd Encore (BR)-fanart.jpg;./media/image/Skullgirls 2Nd Encore (BR)-image.png;;;;;./media/image/Skullgirls 2Nd Encore (BR)-image.png;;./media/screenshots/Skullgirls 2Nd Encore (BR)-screenshot.jpg;;;./media/videos/Skullgirls 2Nd Encore (BR)-video.mp4;;
./Street Fighter X Tekken (BR)/Street Fighter X Tekken (BR).pc;STREET FIGHTER X TEKKEN (BR);false;20120511T000000;;false;;A COMBINAÇÃO DEFINITIVA QUE VOCÊ NUNCA IMAGINOU SER POSSÍVEL ESTÁ AQUI! STREET FIGHTER E TEKKEN, AS MAIORES MARCAS DO COMBATE, FINALMENTE SE ENFRENTAM NA DERRADEIRA BATALHA DE DUPLAS! APRESENTANDO SEUS GUERREIROS FAVORITOS DE CADA FRANQUIA E UMA JOGABILIDADE E SISTEMA DE CONTROLE TOTALMENTE NOVOS PROJETADOS PARA FÃS DE AMBAS AS SÉRIES, JOGADORES CASUAIS E VETERANOS PODEM DESFRUTAR DO MAIOR EVENTO QUE JÁ ACONTECEU EM JOGOS DE LUTA. O INIMAGINÁVEL COMEÇOU – STREET FIGHTER X TEKKEN!;CAPCOM;;;false;342904;0;LUTA / 2D, LUTA / VERSUS, LUTA;262;;false;;;;;0;1-4;CAPCOM;0,60;;;;;;;;;;;./media/extras/Street Fighter X Tekken (BR)-extra1.png;./media/fanart/Street Fighter X Tekken (BR)-fanart.jpg;./media/image/Street Fighter X Tekken (BR)-image.png;;;;;./media/image/Street Fighter X Tekken (BR)-image.png;;./media/screenshots/Street Fighter X Tekken (BR)-screenshot.jpg;./media/image/Street Fighter X Tekken (BR)-titleshot.jpg;;./media/videos/Street Fighter X Tekken (BR)-video.mp4;;
./Streets of Rage 4 (BR)/Streets Of Rage 4 (BR).pc;STREETS OF RAGE 4 (BR);false;20200430T000000;;false;;O CLÁSSICO STREETS OF RAGE É UMA TRILOGIA NO GÊNERO BEAT 'EM UP QUE FICOU FAMOSA POR SUA JOGABILIDADE ATEMPORAL E MÚSICAS ELETRÔNICAS DANÇANTES. STREETS OF RAGE 4 APROVEITA A JOGABILIDADE DA TRILOGIA CLÁSSICA E INCORPORA NOVAS MECÂNICAS, GRÁFICOS DESENHADOS À MÃO E UMA TRILHA SONORA MÍTICA. UMA SÉRIE ICÔNICA COMO STREETS OF RAGE CONTA COM PERSONAGENS TAMBÉM ICÔNICOS: AXEL, BLAZE, ADAM E OUTROS VETERANOS SE REUNIRAM PARA FAZER UMA VERDADEIRA FAXINA NAS RUAS. COM GOLPES INÉDITOS E MÚSICAS IRADAS, NOSSOS HERÓIS ESTÃO PRONTÍSSIMOS PARA DISTRIBUIR SURRAS A GRUPOS DE BANDIDOS INCAUTOS.;DOTEMU;;;false;250132;0;BRIGA DE RUA;263;;false;;;;Jogador individual;0;1-4;DOTEMU;0,80;;;;;;;;;;;./media/extras/Streets Of Rage 4 (BR)-extra1.png;./media/fanart/Streets Of Rage 4 (BR)-fanart.jpg;./media/image/Streets Of Rage 4 (BR)-image.png;;;;;./media/image/Streets Of Rage 4 (BR)-image.png;;./media/screenshots/Streets Of Rage 4 (BR)-screenshot.jpg;./media/image/Streets Of Rage 4 (BR)-titleshot.jpg;;./media/videos/Streets Of Rage 4 (BR)-video.mp4;;
./Teenage Mutant Ninja Turtles - Shredders Revenge (BR)/Teenage Mutant Ninja Turtles - Shredders (BR).pc;TEENAGE MUTANT NINJA TURTLES - SHREDDERS (BR);false;20220616T000000;;false;;SHREDDER'S REVENGE É UM JOGO DE AÇÃO DE ROLAGEM LATERAL COM UM ESTILO DE ARTE PIXELADO. O JOGADOR ASSUME O CONTROLE DE LEONARDO, DONATELLO, RAPHAEL, MICHELANGELO, APRIL O'NEIL, MASTER SPLINTER E O PERSONAGEM DESBLOQUEÁVEL CASEY JONES ENQUANTO ELES LUTAM CONTRA OPONENTES, INCLUINDO FOOT CLAN, BEBOP E ROCKSTEADY, KRANG E SHREDDER EM LOCAIS QUE VÃO DESDE OS ESGOTOS DA CIDADE DE NOVA YORK ATÉ A DIMENSÃO X. CADA PERSONAGEM TEM SEUS PRÓPRIOS ATRIBUTOS (ALCANCE, VELOCIDADE E POTÊNCIA) E JOGA DE FORMA DIFERENTE. ELES TÊM SUPER MOVIMENTOS E PROVOCAÇÕES ÚNICOS. AO LONGO DE CADA FASE, OS JOGADORES PODEM ENCONTRAR CAIXAS DE PIZZA, QUE PODEM SER USADAS PARA CURÁ-LOS, E OUTRAS TORTAS QUE CONCEDEM AOS JOGADORES FORÇA EXTRA E SUPERS INFINITOS POR UM BREVE PERÍODO DE TEMPO.;TRIBUTE GAMES;;;false;502175;0;BRIGA DE RUA;263;;false;;;;;0;1-6;DOTEMU SAS;0,80;;;;;;;;;;;./media/extras/Teenage Mutant Ninja Turtles - Shredders (BR)-extra1.png;./media/fanart/Teenage Mutant Ninja Turtles - Shredders (BR)-fanart.jpg;./media/image/Teenage Mutant Ninja Turtles - Shredders (BR)-image.png;;;;;./media/image/Teenage Mutant Ninja Turtles - Shredders (BR)-image.png;;./media/screenshots/Teenage Mutant Ninja Turtles - Shredders (BR)-screenshot.jpg;./media/image/Teenage Mutant Ninja Turtles - Shredders (BR)-titleshot.jpg;;./media/videos/Teenage Mutant Ninja Turtles - Shredders (BR)-video.mp4;;
./Towerfall - Ascension/Towerfall - Ascension.pc;Towerfall - Ascension;false;20140311T000000;;false;;TowerFall Ascension é uma versão atualizada do jogo de luta em arena de tela única baseado em flechas TowerFall. Baseia-se no jogo original com um novo modo de missão cooperativa para um ou dois jogadores. Jogado no modo de dificuldade normal ou hardcore, oferece diferentes níveis selecionados em um grande mapa onde diferentes tipos de inimigos precisam ser mortos em várias rodadas para progredir.  Para as batalhas padrão versus batalhas, o jogo adiciona 50 novos mapas, totalizando 120 mapas. Durante o jogo, quatro fases adicionais podem ser desbloqueadas (Ascension, Moonstone, Sunken City e Towerforge). Além dos quatro personagens existentes, quatro novos podem ser desbloqueados: Ancien Exile, Fogotten Master, Prancing Puppet e Vicious Vessel. Existem também sete triângulos ocultos para coletar no modo Trial. A quantidade de modificadores de partida foi ampliada para 67 e há novos power-ups, como flechas perfurantes que atravessam paredes e podem atingir oponentes do outro lado.;Matt Makes Games;;;false;348074;0;Plataforma;257;;false;;;;;0;;Matt Makes Games;;;;;;;;;;;;./media/extras/Towerfall - Ascension-extra1.png;./media/fanart/Towerfall - Ascension-fanart.jpg;./media/image/Towerfall - Ascension-image.png;;;;;;;./media/screenshots/Towerfall - Ascension-screenshot.jpg;;;./media/videos/Towerfall - Ascension-video.mp4;;
./Tunic (BR)/Tunic (BR).pc;TUNIC (BR);false;;;false;;EXPLORE UMA TERRA REPLETA DE LENDAS PERDIDAS, PODERES ANTIGOS E MONSTROS FEROZES EM TUNIC, UM JOGO DE AÇÃO ISOMÉTRICA SOBRE UMA PEQUENA RAPOSA EM UMA GRANDE AVENTURA. PRESO EM UMA TERRA EM RUÍNAS E ARMADO APENAS COM SUA PRÓPRIA CURIOSIDADE, VOCÊ ENFRENTARÁ FERAS COLOSSAIS, COLETARÁ ITENS ESTRANHOS E PODEROSOS E DESVENDARÁ SEGREDOS HÁ MUITO PERDIDOS. TORNE-SE UMA LENDA - AS HISTÓRIAS DIZEM QUE UM GRANDE TESOURO ESTÁ ESCONDIDO EM ALGUM LUGAR DESTA TERRA. TALVEZ ESTEJA ALÉM DA PORTA DOURADA? OU EM ALGUM LUGAR NAS PROFUNDEZAS DA TERRA? ALGUMAS HISTÓRIAS FALAM DE UM PALÁCIO BEM ACIMA DAS NUVENS E DE SERES ANTIGOS COM UM PODER INCRÍVEL. O QUE VOCÊ ENCONTRARÁ? RECONSTRUA UM LIVRO SAGRADO - DURANTE SUAS VIAGENS, VOCÊ RECONSTRUIRÁ O MANUAL DE INSTRUÇÕES DO JOGO. PÁGINA POR PÁGINA, VOCÊ REVELARÁ MAPAS, DICAS, TÉCNICAS ESPECIAIS E OS SEGREDOS MAIS PROFUNDOS. SE VOCÊ ENCONTRAR ATÉ O ÚLTIMO, TALVEZ ALGO DE BOM ACONTEÇA... TENHA CORAGEM, PEQUENO! - MERGULHE EM COMBATES TÉCNICOS VARIADOS. DESVIE, BLOQUEIE, DESVIE E ATAQUE! APRENDA COMO CONQUISTAR UM GRANDE ELENCO DE MONSTROS, GRANDES E PEQUENOS — E DESCUBRA NOVOS ITENS ÚTEIS PARA AJUDÁ-LO EM SEU CAMINHO. • EXPLORE UM MUNDO HOSTIL E INTRINSECAMENTE CONECTADO DE FLORESTAS SOMBRIAS, RUÍNAS EXTENSAS E CATACUMBAS LABIRÍNTICAS • LUTE CONTRA CHEFES PODEROSOS NAS PROFUNDEZAS DA TERRA, BEM ACIMA DAS NUVENS E EM LUGARES AINDA MAIS ESTRANHOS • RECOLHA AS PÁGINAS DE MANUAL QUE FALTAM, REPLETAS DE DICAS E ILUSTRAÇÕES COLORIDAS ORIGINAIS • DESCUBRA TESOUROS ESCONDIDOS PARA AJUDÁ-LO EM SEU CAMINHO • DESENTERRE RELÍQUIAS SECRETAS, TÉCNICAS SECRETAS, QUEBRA-CABEÇAS SECRETOS E... OUÇA, HÁ MUITOS SEGREDOS! • APRESENTANDO DESIGN DE SOM DA POWER UP AUDIO • E UMA TRILHA SONORA ORIGINAL DE LIFEFORMED (TERENCE LEE E JANICE KWAN);TUNIC TEAM;;;false;;0;ACTION, ADVENTURE;0;;false;;;;;0;1;FINJI;0,87;;;;;;;;;./media/image/Tunic (BR)-boxart.png;./media/image/Tunic (BR)-cartridge.png;;./media/fanart/Tunic (BR)-fanart.jpg;./media/image/Tunic (BR)-image.png;;;;;./media/image/Tunic (BR)-image.png;;./media/screenshots/Tunic (BR)-screenshot.jpg;;./media/image/Tunic (BR)-boxart.png;./media/videos/Tunic (BR)-video.mp4;;
./Wulverblade (USA)/Wulverblade (USA).pc;WULVERBLADE (USA);false;;;false;;DERROTE A NONA LEGIÃO DO EXÉRCITO ROMANO NESTE BEAT 'EM UP DE ROLAGEM LATERAL E INSPIRADO EM ARCADE, AMBIENTADO NA GRÃ-BRETANHA DA ERA ROMANA.;DARKWIND MEDIA;;;false;355028;0;ACTION, ADVENTURE, BEAT 'EM UP;0;;false;;;;;0;2;DARKWIND MEDIA;0,82;;;;;;;;;;;;;./media/image/Wulverblade (USA)-image.png;;;;./media/image/Wulverblade (USA)-marquee.png;./media/image/Wulverblade (USA)-image.png;;./media/screenshots/Wulverblade (USA)-screenshot.jpg;;;./media/videos/Wulverblade (USA)-video.mp4;./media/image/Wulverblade (USA)-wheel.png;
